movie_tv_goal_4-21###6617	4	"DA: <knowledge> ( tv ) available_options "" 1 "" , decade "" 2010er "" , director "" Nobuhiro Doi "" , douban_score "" 9.1 "" , episode_length "" 45 Minuten "" , episodes "" 10 Folgen "" , name_list "" Matsu Takako/Mitsushima Hikari/Takahashi Issey "" , premiere_time "" 17.01.2017 in Japan "" , production_country_or_area "" Japan "" , star "" Matsu Takako "" , title "" Quartett "" , type "" spannend "" <endofknowledge> <state> ( tv ) decade equal_to "" 2010er "" , production_country_or_area equal_to "" japanische Fernsehsendung "" , type equal_to "" spannend "" <endofstate> <history> AGENT_ACTS_PREV: ( tv ) request type AGENT_ACTS: ( tv ) recommend title equal_to "" Quartett "" USER: Wann war die Premiere? <endofhistory>"	"( tv ) inform premiere_time equal_to "" 17. Januar 2017 """	premiere_time	17. Januar 2017
Class_goal_5-66_v2###9087	1	DST: <state> null <endofstate> <history> USER: Hallo, ich möchte für mein Kind in der fünften Klasse einen Mathe Nachhilfekurs finden. Es wäre besser, wenn der Unterricht samstags oder sonntags im Suzhou New District oder im Bezirk Gusu stattfindet, damit ich mein Kind zum und vom Unterricht bringen kann. Könnt ihr mir einen passenden Kurs empfehlen? <endofhistory>	"( class ) area equal_to "" Neuer Bezirk von Suzhou "" , day equal_to "" Samstag "" , grade equal_to "" fünfte Klasse "" , subject equal_to "" Mathematik """	subject	Mathematik
Class_goal_5-66_v2###9087	1	"DA: <knowledge> ( class ) area "" Neuer Bezirk von Suzhou "" , available_options "" 2 "" , campus "" Internationales Jinhe-Gebäude des Suzhou New District "" , class_number "" PM5J44004A "" , classroom "" Raum 206, Jinhe International Building "" , day "" Samstag "" , end_date "" 20. Juni 2020 "" , end_time "" 15:20 "" , grade "" fünfte Klasse "" , hours "" 20 "" , level "" fortgeschrittene Klasse "" , price "" 1600 "" , start_date "" 18. April 2020 "" , start_time "" 13:20 "" , subject "" Mathematik "" , teacher "" Xu Xiaoyun "" , time "" Nachmittag "" , times "" 10 "" , type "" von Angesicht zu Angesicht "" <endofknowledge> <state> ( class ) area equal_to "" Neuer Bezirk von Suzhou "" , day equal_to "" Samstag "" , grade equal_to "" fünfte Klasse "" , subject equal_to "" Mathematik "" <endofstate> <history> USER: Hallo, ich möchte für mein Kind in der fünften Klasse einen Mathe Nachhilfekurs finden. Es wäre besser, wenn der Unterricht samstags oder sonntags im Suzhou New District oder im Bezirk Gusu stattfindet, damit ich mein Kind zum und vom Unterricht bringen kann. Könnt ihr mir einen passenden Kurs empfehlen? <endofhistory>"	"( class ) recommend class_number equal_to "" PM5P15017A """	class_number	PM5P15017A
Class_goal_5-66_v2###9087	2	"DA: <knowledge> ( class ) area "" Neuer Bezirk von Suzhou "" , available_options "" 2 "" , campus "" Internationales Jinhe-Gebäude des Suzhou New District "" , class_number "" PM5J44004A "" , classroom "" Raum 206, Jinhe International Building "" , day "" Samstag "" , end_date "" 20. Juni 2020 "" , end_time "" 15:20 "" , grade "" fünfte Klasse "" , hours "" 20 "" , level "" fortgeschrittene Klasse "" , price "" 1600 "" , start_date "" 18. April 2020 "" , start_time "" 13:20 "" , subject "" Mathematik "" , teacher "" Xu Xiaoyun "" , time "" Nachmittag "" , times "" 10 "" , type "" von Angesicht zu Angesicht "" <endofknowledge> <state> ( class ) area equal_to "" Neuer Bezirk von Suzhou "" , day equal_to "" Samstag "" , grade equal_to "" fünfte Klasse "" , subject equal_to "" Mathematik "" <endofstate> <history> AGENT_ACTS: ( class ) recommend class_number equal_to "" PM5P15017A "" USER: OK. Wer ist der Lehrer dieses Kurses? <endofhistory>"	"( class ) inform teacher equal_to "" Zhou Xin """	teacher	Zhou Xin
Class_goal_5-66_v2###9087	5	"DA: <knowledge> ( class ) area "" Neuer Bezirk von Suzhou "" , available_options "" 7 "" , campus "" Internationales Jinhe-Gebäude des Suzhou New District "" , class_number "" PM5J44004A "" , classroom "" Raum 206, Jinhe International Building "" , day "" Samstag "" , end_date "" 20. Juni 2020 "" , end_time "" 15:20 "" , grade "" fünfte Klasse "" , hours "" 20 "" , level "" fortgeschrittene Klasse "" , price "" 1600 "" , start_date "" 18. April 2020 "" , start_time "" 13:20 "" , subject "" Mathematik "" , teacher "" Xu Xiaoyun "" , time "" Nachmittag "" , times "" 10 "" , type "" von Angesicht zu Angesicht "" <endofknowledge> <state> ( class ) day equal_to "" Samstag "" , grade equal_to "" fünfte Klasse "" , subject equal_to "" Mathematik "" <endofstate> <history> AGENT_ACTS_PREV: ( class ) inform campus equal_to "" Stadt Lohas, Industriepark Suzhou "" AGENT_ACTS: ( class ) inform day equal_to "" Samstag "" , inform start_time equal_to "" 10:20 "" USER: OK. Wo fidet der Kurs statt? <endofhistory>"	"( class ) inform classroom equal_to "" Nr. 311, Lohas Town """	classroom	Nr. 311, Lohas Town
attraction_goal_4-52###6144	1	DST: <state> null <endofstate> <history> USER: Hallo, ich bin ein Stubenhocker und gehe nicht viel aus. Meine Freunde wollen mit mir in einen Vergnügungspark gehen. Können Sie mir sagen, wohin wir gehen sollen? <endofhistory>	"( attraction ) type equal_to "" Freizeitpark """	type	Freizeitpark
Hospital_goal_4-34###4040	2	"DA: <knowledge> ( hospital ) 3．0t_mri "" Stimmt "" , address "" Nr. 188, Shizi-Straße "" , area "" Bezirk Gusu "" , available_options "" 1 "" , bus_routes "" Nr. 2 (Tour), Nr. 40, Nr. 50, Nr. 202, Nr. 529, Nr. 200, Nr. 811, Nr. 89, Nr. 8, Nr. 55, Nr. 204, Nr. 309 , oder Nr. 501 "" , ct "" Stimmt "" , dsa "" Stimmt "" , general_or_specialized "" Allgemeinkrankenhaus "" , key_departments "" Herz-Kreislauf | Nephrologie | Blut | Neurologie | generelle Operation | Gynäkologie | Endokrinologie | Gastroenterologie | Psychologie | brennen | Onkologie | Neurochirurgie | Atmung | Urologie | Augenheilkunde | Gynäkologie "" , level "" Tertiär- "" , metro_station "" Stimmt "" , name "" das erste angegliederte Krankenhaus der Universität Soochow "" , phone "" 65223637 "" , public_or_private "" Öffentlichkeit "" , registration_time "" 7:15-11:00, 11:15-16:00 "" , service_time "" 7:45-11:30, 13:00-16:30 "" <endofknowledge> <state> ( hospital ) general_or_specialized equal_to "" Allgemeinkrankenhaus "" , key_departments equal_to "" Atemwegsklinik "" , name equal_to "" das erste angegliederte Krankenhaus der Universität Soochow "" <endofstate> <history> AGENT_ACTS: ( hospital ) recommend name equal_to "" das erste angegliederte Krankenhaus der Universität Soochow "" USER: Hat es DSA? <endofhistory>"	"( hospital ) inform DSA equal_to "" Ja """	DSA	Ja
flight_weather_goal_2-61_v2###3080	5	"DST: <state> ( weather ) city equal_to "" Xiamen "" , date equal_to "" nächsten Montag "" <endofstate> <history> AGENT_ACTS_PREV: ( weather ) inform wind equal_to "" Nordostkraft 3-4 "" AGENT_ACTS: ( weather ) inform UV_intensity equal_to "" sehr stark "" USER: OK. Könnten Sie mir helfen, Flüge von Guangzhou nach Xiamen nächsten Montag zu überprüfen? <endofhistory>"	"( flight ) date equal_to "" nächsten Montag "" , departure equal_to "" Kanton "" , destination equal_to "" Xiamen "" ( weather ) city equal_to "" Xiamen "" , date equal_to "" nächsten Montag """	departure	Kanton
flight_weather_goal_2-61_v2###3080	6	"DA: <knowledge> ( flight ) arrival_time "" 13:30 Uhr an diesem Tag "" , available_options "" 1 "" , class_cabin "" Business Class "" , date "" nächsten Montag "" , departure "" Kanton "" , departure_time "" 12:10 Uhr an diesem Tag "" , destination "" Xiamen "" , flight_information "" Flug CZ3741 von China Southern Airlines, vom Terminal 2 des internationalen Flughafens Baiyun zum Terminal 3 des internationalen Flughafens Gaoqi "" , punctuality_rate "" 98.32% "" , ticket_price "" 2590 Yuan "" , ( weather ) available_options "" 1 "" , city "" Xiamen "" , date "" nächsten Montag "" , tamperature "" Die Höchsttemperatur beträgt 14 Grad Celsius und die Mindesttemperatur 8 Grad Celsius. "" , uv_intensity "" sehr stark "" , weather_condition "" sonnig "" , wind "" Nordostkraft 3-4 "" <endofknowledge> <state> ( flight ) class_cabin equal_to "" Business Class "" , date equal_to "" nächsten Montag "" , departure equal_to "" Kanton "" , destination equal_to "" Xiamen "" , ( weather ) city equal_to "" Xiamen "" , date equal_to "" nächsten Montag "" <endofstate> <history> AGENT_ACTS_PREV: ( weather ) inform UV_intensity equal_to "" sehr stark "" AGENT_ACTS: ( flight ) inform flight_information equal_to "" Flug CZ3741 von China Southern Airlines, vom Terminal 2 des internationalen Flughafens Baiyun zum Terminal 3 des internationalen Flughafens Gaoqi "" USER: Wie viel kostet es, in der Business Class zu reisen? <endofhistory>"	"( flight ) inform ticket_price equal_to "" 2.590 Yuan """	ticket_price	2.590 Yuan
flight_weather_goal_2-61_v2###3080	7	"DA: <knowledge> ( flight ) arrival_time "" 13:30 Uhr an diesem Tag "" , available_options "" 1 "" , class_cabin "" Business Class "" , date "" nächsten Montag "" , departure "" Kanton "" , departure_time "" 12:10 Uhr an diesem Tag "" , destination "" Xiamen "" , flight_information "" Flug CZ3741 von China Southern Airlines, vom Terminal 2 des internationalen Flughafens Baiyun zum Terminal 3 des internationalen Flughafens Gaoqi "" , punctuality_rate "" 98.32% "" , ticket_price "" 2590 Yuan "" , ( weather ) available_options "" 1 "" , city "" Xiamen "" , date "" nächsten Montag "" , tamperature "" Die Höchsttemperatur beträgt 14 Grad Celsius und die Mindesttemperatur 8 Grad Celsius. "" , uv_intensity "" sehr stark "" , weather_condition "" sonnig "" , wind "" Nordostkraft 3-4 "" <endofknowledge> <state> ( flight ) class_cabin equal_to "" Business Class "" , date equal_to "" nächsten Montag "" , departure equal_to "" Kanton "" , destination equal_to "" Xiamen "" , ( weather ) city equal_to "" Xiamen "" , date equal_to "" nächsten Montag "" <endofstate> <history> AGENT_ACTS_PREV: ( flight ) inform flight_information equal_to "" Flug CZ3741 von China Southern Airlines, vom Terminal 2 des internationalen Flughafens Baiyun zum Terminal 3 des internationalen Flughafens Gaoqi "" AGENT_ACTS: ( flight ) inform ticket_price equal_to "" 2.590 Yuan "" USER: Wann fährt er ab und wann kommt er in Xiamen an? Ich muss es wissen, damit ich im Voraus ein Auto mieten kann. <endofhistory>"	"( flight ) inform arrival_time equal_to "" 13:30 that day. "" , inform departure_time equal_to "" 12:10 """	arrival_time	13:30 that day.
attraction_goal_1-67_v2###7361	2	"DA: <knowledge> ( attraction ) address "" Shajiabang Town, Changshu, Suzhou City "" , area "" Changshu "" , available_options "" 1 "" , consumption "" etwas teurer "" , features "" der Geburtsort der revolutionären Peking-Oper ""Shajiabang"". Dort können Sie die Szene aus der Oper besuchen und ein Boot durch Schilfwiesen nehmen. "" , metro_station "" FALSCH "" , name "" Malerischer Ort Shajiabang "" , opening_hours "" 08:00-16:30 "" , phone_number "" 0512-52500000 "" , score "" 4.5 "" , the_most_suitable_people "" familienfreundlich "" , ticket_price "" 110 Yuan "" , type "" landschaftlich reizvoller Ort "" <endofknowledge> <state> ( attraction ) area equal_to "" Changshu "" , consumption equal_to "" etwas teurer "" , the_most_suitable_people equal_to "" einen Familienausflug "" <endofstate> <history> AGENT_ACTS: ( attraction ) request area USER: Am besten wäre es in Changshu und ich hätte lieber einen familienfreundlichen Ort. <endofhistory>"	"( attraction ) recommend name equal_to "" Naturort Shajiabang von Changshu """	name	Naturort Shajiabang von Changshu
Class_goal_4-70###3782	1	DST: <state> null <endofstate> <history> USER: Mein Kind ist in der sechsten Klasse und wird bald Mittelschüler. Ich habe vor, ihn für eine Nachhilfeklasse anzumelden, um ihm zu helfen, seine Noten zu verbessern. Könnt ihr einen Kurs empfehlen? <endofhistory>	"( class ) grade equal_to "" sechste Klasse """	grade	sechste Klasse
Class_goal_4-70###3782	2	"DST: <state> ( class ) grade equal_to "" sechste Klasse "" <endofstate> <history> AGENT_ACTS: ( class ) request subject USER: Mathe. <endofhistory>"	"( class ) grade equal_to "" sechste Klasse "" , subject equal_to "" Mathematik """	subject	Mathematik
Class_goal_4-70###3782	5	"DA: <knowledge> ( class ) area "" Bezirk Gusu "" , available_options "" 1 "" , campus "" Pingjiang New Town Learning Center, Gusu District "" , class_number "" PM6T24023 "" , classroom "" Raum 302, Pingjiang New Town Learning Center "" , day "" Samstag "" , end_date "" 11. April 2020 "" , end_time "" 17:20 "" , grade "" sechste Klasse "" , hours "" 12 "" , level "" Grundklasse "" , price "" 960 "" , start_date "" 7. März 2020 "" , start_time "" 15:20 "" , subject "" Mathematik "" , teacher "" Peng Xueyan "" , time "" Nachmittag "" , times "" 6 "" , type "" von Angesicht zu Angesicht "" <endofknowledge> <state> ( class ) area equal_to "" Suzhou New District oder Gusu District "" , grade equal_to "" sechste Klasse "" , level equal_to "" Grundklasse "" , subject equal_to "" Mathematik "" <endofstate> <history> AGENT_ACTS_PREV: ( class ) request level AGENT_ACTS: ( class ) inform class_number equal_to "" PM6T24023 "" USER: Wo findet dieser Kurs statt? <endofhistory>"	"( class ) inform campus equal_to "" Neustadt Pingjiang im Bezirk Gusu """	campus	Neustadt Pingjiang im Bezirk Gusu
Car_goal_4-35_v2###8603	2	"DA: <knowledge> ( car ) 4wd "" Zweirad "" , available_options "" 4 "" , brand "" FAW-Volkswagen "" , classification "" Stufenheck "" , cruise_control_system "" FALSCH "" , heated_seats "" FALSCH "" , hybrid "" Gas "" , name "" FAW-Volkswagen Magotan 280TSI DSG Komfortversion "" , number_of_seats "" 5 "" , parking_assist_system "" Stimmt "" , power_level "" normal "" , price "" 186.900 "" , pricerange "" 150.000-200.000 "" , series "" FAW-Volkswagen Magotan "" , size "" mittelgroß "" , ventilated_seats "" FALSCH "" <endofknowledge> <state> ( car ) series equal_to "" FAW-Volkswagen Magotan "" <endofstate> <history> AGENT_ACTS: ( car ) recommend name equal_to "" FAW-Volkswagen Magotan 280TSI DSG Komfortversion "" USER: Okay, wie viel kostet es? <endofhistory>"	"( car ) inform price equal_to "" 186.900 Yuan """	price	186.900 Yuan
Car_goal_4-35_v2###8603	3	"DA: <knowledge> ( car ) 4wd "" Zweirad "" , available_options "" 4 "" , brand "" FAW-Volkswagen "" , classification "" Stufenheck "" , cruise_control_system "" FALSCH "" , heated_seats "" FALSCH "" , hybrid "" Gas "" , name "" FAW-Volkswagen Magotan 280TSI DSG Komfortversion "" , number_of_seats "" 5 "" , parking_assist_system "" Stimmt "" , power_level "" normal "" , price "" 186.900 "" , pricerange "" 150.000-200.000 "" , series "" FAW-Volkswagen Magotan "" , size "" mittelgroß "" , ventilated_seats "" FALSCH "" <endofknowledge> <state> ( car ) series equal_to "" FAW-Volkswagen Magotan "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) recommend name equal_to "" FAW-Volkswagen Magotan 280TSI DSG Komfortversion "" AGENT_ACTS: ( car ) inform price equal_to "" 186.900 Yuan "" USER: Ist es mit einer festen Sitzheizung und belüfteten Sitzen ausgestattet? <endofhistory>"	"( car ) inform heated_seats equal_to "" ist nicht ausgestattet mit "" , inform ventilated_seats equal_to "" ist nicht ausgestattet mit """	heated_seats	ist nicht ausgestattet mit
Car_goal_4-35_v2###8603	3	"DA: <knowledge> ( car ) 4wd "" Zweirad "" , available_options "" 4 "" , brand "" FAW-Volkswagen "" , classification "" Stufenheck "" , cruise_control_system "" FALSCH "" , heated_seats "" FALSCH "" , hybrid "" Gas "" , name "" FAW-Volkswagen Magotan 280TSI DSG Komfortversion "" , number_of_seats "" 5 "" , parking_assist_system "" Stimmt "" , power_level "" normal "" , price "" 186.900 "" , pricerange "" 150.000-200.000 "" , series "" FAW-Volkswagen Magotan "" , size "" mittelgroß "" , ventilated_seats "" FALSCH "" <endofknowledge> <state> ( car ) series equal_to "" FAW-Volkswagen Magotan "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) recommend name equal_to "" FAW-Volkswagen Magotan 280TSI DSG Komfortversion "" AGENT_ACTS: ( car ) inform price equal_to "" 186.900 Yuan "" USER: Ist es mit einer festen Sitzheizung und belüfteten Sitzen ausgestattet? <endofhistory>"	"( car ) inform heated_seats equal_to "" ist nicht ausgestattet mit "" , inform ventilated_seats equal_to "" ist nicht ausgestattet mit """	ventilated_seats	ist nicht ausgestattet mit
Car_goal_4-35_v2###8603	4	"DA: <knowledge> ( car ) 4wd "" Zweirad "" , available_options "" 4 "" , brand "" FAW-Volkswagen "" , classification "" Stufenheck "" , cruise_control_system "" FALSCH "" , heated_seats "" FALSCH "" , hybrid "" Gas "" , name "" FAW-Volkswagen Magotan 280TSI DSG Komfortversion "" , number_of_seats "" 5 "" , parking_assist_system "" Stimmt "" , power_level "" normal "" , price "" 186.900 "" , pricerange "" 150.000-200.000 "" , series "" FAW-Volkswagen Magotan "" , size "" mittelgroß "" , ventilated_seats "" FALSCH "" <endofknowledge> <state> ( car ) series equal_to "" FAW-Volkswagen Magotan "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) inform price equal_to "" 186.900 Yuan "" AGENT_ACTS: ( car ) inform heated_seats equal_to "" ist nicht ausgestattet mit "" , inform ventilated_seats equal_to "" ist nicht ausgestattet mit "" USER: Also, wie sieht es mit dem Tempomat aus? Hat es diese Funktion? <endofhistory>"	"( car ) inform cruise_control_system equal_to "" ist nicht ausgestattet mit "" , inform parking_assist_system equal_to "" Unterstützung """	parking_assist_system	Unterstützung
train_weather_goal_2-68###7188	1	DST: <state> null <endofstate> <history> USER: Hallo, ich plane eine Reise nach Shanghai. Ich habe viele Städte online überprüft, aber schließlich habe ich mich entschieden, Shanghai zu besuchen. Gibt es Hochgeschwindigkeitszüge nach Shanghai? <endofhistory>	"( train ) classification equal_to "" Hochgeschwindigkeitszüge "" , destination equal_to "" Schanghai """	destination	Schanghai
train_weather_goal_2-68###7188	4	"DST: <state> ( train ) classification equal_to "" Hochgeschwindigkeitszüge "" , date equal_to "" nächsten Freitagmorgen "" , departure equal_to "" Xiamen "" , destination equal_to "" Schanghai "" <endofstate> <history> AGENT_ACTS_PREV: ( train ) request date AGENT_ACTS: ( train ) request seat_type USER: Ich möchte in der ersten Klasse reisen. Es ist ok, wenn es etwas teurer ist, da ich ruhige Umgebungen liebe. <endofhistory>"	"( train ) classification equal_to "" Hochgeschwindigkeitszüge "" , date equal_to "" nächsten Freitagmorgen "" , departure equal_to "" Xiamen "" , destination equal_to "" Schanghai "" , seat_type equal_to "" erste Klasse """	seat_type	erste Klasse
train_weather_goal_2-68###7188	11	"DST: <state> ( train ) classification equal_to "" Hochgeschwindigkeitszüge "" , date equal_to "" nächsten Dienstagmorgen "" , departure equal_to "" Xiamen "" , destination equal_to "" Schanghai "" , ( weather ) city equal_to "" Schanghai "" , date equal_to "" nächsten Freitag "" <endofstate> <history> AGENT_ACTS_PREV: ( train ) recommend train_number equal_to "" G1652, from Xiamen to Shanghai Hongqiao "" AGENT_ACTS: ( train ) inform arrival_time equal_to "" 14:32 Uhr an diesem Tag "" USER: Die Ankunftszeit ist die gleiche. Gut, wie sieht es mit dem Wetter in Shanghai nächsten Dienstag aus? <endofhistory>"	"( train ) classification equal_to "" Hochgeschwindigkeitszüge "" , date equal_to "" nächsten Dienstagmorgen "" , departure equal_to "" Xiamen "" , destination equal_to "" Schanghai "" ( weather ) city equal_to "" Schanghai "" , date equal_to "" Nächsten Dienstag """	date	Nächsten Dienstag
train_weather_goal_2-68###7188	11	"DA: <knowledge> ( train ) arrival_time "" 14:32 Uhr an diesem Tag "" , available_options "" 2 "" , classification "" schnelle Geschwindigkeit "" , date "" nächsten Dienstagmorgen "" , departure "" Xiamen "" , departure_time "" 09:00 Uhr an diesem Tag "" , destination "" Schanghai "" , duration "" 5 Stunden und 32 Minuten "" , seat_type "" erste Klasse "" , ticket_price "" 787,5 Yuan "" , train_number "" G1652, from Xiamen to Shanghai Hongqiao "" , ( weather ) available_options "" 1 "" , city "" Schanghai "" , date "" Nächsten Dienstag "" , tamperature "" Die maximale Temperatur beträgt 10 Grad Celsius und die minimale Temperatur 2 Grad Celsius "" , uv_intensity "" stark "" , weather_condition "" sonnig bis bewölkt "" , wind "" Südostkraft 2 "" <endofknowledge> <state> ( train ) classification equal_to "" Hochgeschwindigkeitszüge "" , date equal_to "" nächsten Dienstagmorgen "" , departure equal_to "" Xiamen "" , destination equal_to "" Schanghai "" , ( weather ) city equal_to "" Schanghai "" , date equal_to "" Nächsten Dienstag "" <endofstate> <history> AGENT_ACTS_PREV: ( train ) recommend train_number equal_to "" G1652, from Xiamen to Shanghai Hongqiao "" AGENT_ACTS: ( train ) inform arrival_time equal_to "" 14:32 Uhr an diesem Tag "" USER: Die Ankunftszeit ist die gleiche. Gut, wie sieht es mit dem Wetter in Shanghai nächsten Dienstag aus? <endofhistory>"	"( weather ) inform weather_condition equal_to "" sonnig und später bewölkt """	weather_condition	sonnig und später bewölkt
train_weather_goal_1-9_v2###2724	1	DST: <state> null <endofstate> <history> USER: Hallo, ich werde am nächsten Samstagnachmittag von Peking nach Nanjing zu einem Meeting aufbrechen und ich habe vor, ein First-Class Ticket für einen Hochgeschwindigkeitszug zu kaufen. Können Sie mir sagen, welcher Hochgeschwindigkeitszug an diesem Tag verfügbar ist? <endofhistory>	"( train ) classification equal_to "" Hochgeschwindigkeitszug "" , date equal_to "" nächsten Samstagnachmittag "" , departure equal_to "" Peking "" , destination equal_to "" Nanjing "" , seat_type equal_to "" erste Klasse """	seat_type	erste Klasse
attraction_goal_2-36_v2###1857	1	DST: <state> null <endofstate> <history> USER: Hallo, ich möchte einen Ausflug in den Bezirk Wuzhong machen. Können Sie mir einen landschaftlichen Ausguckspunkt empfehlen, den ich direkt mit der U-Bahn erreichen kann? <endofhistory>	"( attraction ) area equal_to "" Wuzhong District "" , metro_station equal_to "" direkt mit der U-Bahn "" , type equal_to "" landschaftlich reizvoller Ort """	area	Wuzhong District
attraction_goal_2-36_v2###1857	1	DST: <state> null <endofstate> <history> USER: Hallo, ich möchte einen Ausflug in den Bezirk Wuzhong machen. Können Sie mir einen landschaftlichen Ausguckspunkt empfehlen, den ich direkt mit der U-Bahn erreichen kann? <endofhistory>	"( attraction ) area equal_to "" Wuzhong District "" , metro_station equal_to "" direkt mit der U-Bahn "" , type equal_to "" landschaftlich reizvoller Ort """	type	landschaftlich reizvoller Ort
PC_goal_5-7_v2###10265	1	DST: <state> null <endofstate> <history> USER: Hallo! Ich wollte mir vor kurzem einen Desktop kaufen, aber ich weiß nicht viel darüber. Könnt ihr mir ein paar Empfehlungen geben? <endofhistory>	"( pc ) computer_type equal_to "" Schreibtisch """	computer_type	Schreibtisch
PC_goal_5-7_v2###10265	5	"DA: <knowledge> ( pc ) available_options "" 5 "" , brand "" Lenovo "" , colour "" N / A "" , computer_type "" Schreibtisch "" , cpu "" Intel-Core i5 "" , cpu_model "" Intel Core i5-9400F "" , features "" N / A "" , game_performance "" Einstiegslevel "" , gpu_category "" diskrete Grafikkarte "" , gpu_model "" GT730 "" , hard_disk_capacity "" 256 GB SSD + 1 TB HDD "" , memory_capacity "" 8GB "" , operating_system "" Windows 10 "" , price "" 4.889 Yuan "" , pricerange "" 5.000-10.000 "" , product_name "" Lenovo Tianyi 510Pro "" , screen_size "" 23-25 ​​Zoll "" , series "" Lenovo Tianyi "" , standby_time "" N / A "" , usage "" Geschäft "" , weight "" 7.48kg "" <endofknowledge> <state> ( pc ) computer_type equal_to "" Schreibtisch "" , memory_capacity equal_to "" 8GB "" , pricerange equal_to "" 5.000 bis 10.000 "" <endofstate> <history> AGENT_ACTS_PREV: ( pc ) inform CPU equal_to "" Intel-Core i5 "" AGENT_ACTS: ( pc ) general USER: Also, wie viel kostet dieser Desktop? Mein Budget beträgt 5.000 bis 10.000 Yuan. <endofhistory>"	"( pc ) inform price equal_to "" 4.889,0 """	price	4.889,0
PC_goal_5-7_v2###10265	7	"DA: <knowledge> ( pc ) available_options "" 5 "" , brand "" Lenovo "" , colour "" N / A "" , computer_type "" Schreibtisch "" , cpu "" Intel-Core i5 "" , cpu_model "" Intel Core i5-9400F "" , features "" N / A "" , game_performance "" Einstiegslevel "" , gpu_category "" diskrete Grafikkarte "" , gpu_model "" GT730 "" , hard_disk_capacity "" 256 GB SSD + 1 TB HDD "" , memory_capacity "" 8GB "" , operating_system "" Windows 10 "" , price "" 4.889 Yuan "" , pricerange "" 5.000-10.000 "" , product_name "" Lenovo Tianyi 510Pro "" , screen_size "" 23-25 ​​Zoll "" , series "" Lenovo Tianyi "" , standby_time "" N / A "" , usage "" Geschäft "" , weight "" 7.48kg "" <endofknowledge> <state> ( pc ) computer_type equal_to "" Schreibtisch "" , memory_capacity equal_to "" 8GB "" , pricerange equal_to "" 5.000 bis 10.000 "" <endofstate> <history> AGENT_ACTS_PREV: ( pc ) inform price equal_to "" 4.889,0 "" AGENT_ACTS: ( pc ) inform operating_system equal_to "" Windows 10 "" USER: Gut, das ist ein tolles Betriebssystem. Nun, wie sieht es mit der Standby-Zeit aus? <endofhistory>"	"( pc ) inform standby_time equal_to "" ist noch nicht eingestellt """	standby_time	ist noch nicht eingestellt
tv_goal_1-2###6787	4	"DA: <knowledge> ( tv ) available_options "" 1 "" , decade "" 2010er "" , director "" Chong Wai-kin "" , douban_score "" 8.5 "" , episode_length "" 45 Minuten "" , episodes "" 30 Folgen "" , name_list "" Bosco Wong, Michael Tse, Fala Chen und Kate Tsui "" , premiere_time "" 01.08.2011 in Hongkong, China "" , production_country_or_area "" Hongkong "" , star "" Bosco Wong "" , title "" Leben der Unterlassung "" , type "" romantisch "" <endofknowledge> <state> ( tv ) decade equal_to "" 2010 "" , production_country_or_area equal_to "" Hongkong "" , type equal_to "" romantisch "" <endofstate> <history> AGENT_ACTS_PREV: ( tv ) recommend title equal_to "" Leben der Unterlassung "" AGENT_ACTS: ( tv ) inform episodes equal_to "" 30 Folgen "" USER: Wann wurde die Serie uraufgeführt? <endofhistory>"	"( tv ) inform premiere_time equal_to "" 1. August 2011 """	premiere_time	1. August 2011
flight_goal_3-25###1601	1	DST: <state> null <endofstate> <history> USER: Hallo, ich möchte nächsten Dienstag direkt von Guangzhou nach Chengdu fliegen. Können Sie mir helfen, einen geeigneten Flug zu finden und zuerst den Preis für die Business Class zu überprüfen? Vielen Dank! <endofhistory>	"( flight ) class_cabin equal_to "" Business Class "" , date equal_to "" Nächsten Dienstag "" , departure equal_to "" Kanton "" , destination equal_to "" Chengdu """	date	Nächsten Dienstag
flight_goal_3-25###1601	1	DST: <state> null <endofstate> <history> USER: Hallo, ich möchte nächsten Dienstag direkt von Guangzhou nach Chengdu fliegen. Können Sie mir helfen, einen geeigneten Flug zu finden und zuerst den Preis für die Business Class zu überprüfen? Vielen Dank! <endofhistory>	"( flight ) class_cabin equal_to "" Business Class "" , date equal_to "" Nächsten Dienstag "" , departure equal_to "" Kanton "" , destination equal_to "" Chengdu """	departure	Kanton
