movie_tv_goal_4-21###6617	4	"DA: <knowledge> ( tv ) available_options "" 1 "" , decade "" 2010s "" , director "" Nobuhiro Doi "" , douban_score "" 9.1 "" , episode_length "" 45 minutes "" , episodes "" 10 episodes "" , name_list "" Matsu Takako/Mitsushima Hikari/Takahashi Issey "" , premiere_time "" 2017-01-17 in Japan "" , production_country_or_area "" Japan "" , star "" Matsu Takako "" , title "" Quartet "" , type "" suspenseful "" <endofknowledge> <state> ( tv ) decade equal_to "" 2010s "" , production_country_or_area equal_to "" Japanese TV show "" , type equal_to "" suspenseful "" <endofstate> <history> AGENT_ACTS_PREV: ( tv ) request type AGENT_ACTS: ( tv ) recommend title equal_to "" Quartet "" USER: When did it premiere? <endofhistory>"	"( tv ) inform premiere_time equal_to "" January 17, 2017 """	premiere_time	January 17, 2017
weather_goal_3-37###1268	1	"DA: <knowledge> ( weather ) available_options "" 1 "" , city "" Chengdu "" , date "" next Saturday "" , tamperature "" The maximum temperature will be 15 degrees Celsius, and the minimum temperature will be 7 degrees Celsius. "" , uv_intensity "" moderate "" , weather_condition "" cloudy to overcast "" , wind "" a breeze without continuous direction "" <endofknowledge> <state> ( weather ) city equal_to "" Chengdu "" , date equal_to "" next Saturday "" <endofstate> <history> USER: Hi, I'm going to Chengdu for business next week. Can you help me check the weather in Chengdu next Saturday? <endofhistory>"	"( weather ) inform weather_condition equal_to "" cloudy and turn into overcast skies """	weather_condition	cloudy and turn into overcast skies
movie_goal_4-7_v2###2513	4	"DA: <knowledge> ( movie ) available_options "" 1 "" , decade "" 2000s "" , director "" Kuo-fu Chen "" , douban_score "" 7.5 "" , film_length "" 113 minutes "" , name_list "" Leung Ka-Fai, Rene Liu, and Leon Dai "" , production_country_or_area "" Taiwan, China "" , release_date "" 2002-10-25 in Taiwan, China "" , star "" Leung Ka-Fai "" , title "" Double Vision "" , type "" horror "" <endofknowledge> <state> ( movie ) production_country_or_area equal_to "" Taiwan, China "" , star equal_to "" Leung Ka-Fai "" <endofstate> <history> AGENT_ACTS_PREV: ( movie ) inform film_length equal_to "" 113 minutes "" AGENT_ACTS: ( movie ) inform Douban_score equal_to "" 7.5 "" USER: When did it premiere? <endofhistory>"	"( movie ) inform release_date equal_to "" October 25, 2002, in Taiwan, China """	release_date	October 25, 2002, in Taiwan, China
Car_goal_3-45###4295	1	"DA: <knowledge> ( car ) Message = No item available. <endofknowledge> <state> ( car ) brand equal_to "" FAW-Volkswagen "" , classification equal_to "" SUV "" , number_of_seats equal_to "" 3 "" <endofstate> <history> USER: Hello, I plan to buy an SUV and I like FAW-Volkswagen. Most often we will be 3 people in the car. Could you please recommend a good model? <endofhistory>"	"( car ) recommend name equal_to "" FAW-Volkswagen TACQUA DSG Yue """	name	FAW-Volkswagen TACQUA DSG Yue
Car_goal_3-45###4295	2	"DA: <knowledge> ( car ) Message = No item available. <endofknowledge> <state> ( car ) brand equal_to "" FAW-Volkswagen "" , classification equal_to "" SUV "" , number_of_seats equal_to "" 3 "" , series equal_to "" FAW-Volkswagen TACQUA "" <endofstate> <history> AGENT_ACTS: ( car ) recommend name equal_to "" FAW-Volkswagen TACQUA DSG Yue "" USER: How much is this model? <endofhistory>"	"( car ) inform price equal_to "" 139,900 """	price	139900
Car_goal_3-45###4295	3	"DA: <knowledge> ( car ) Message = No item available. <endofknowledge> <state> ( car ) brand equal_to "" FAW-Volkswagen "" , classification equal_to "" SUV "" , number_of_seats equal_to "" 3 "" , series equal_to "" FAW-Volkswagen TACQUA "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) recommend name equal_to "" FAW-Volkswagen TACQUA DSG Yue "" AGENT_ACTS: ( car ) inform price equal_to "" 139,900 "" USER: Is it equipped with a reverse camera? <endofhistory>"	"( car ) inform parking_assist_system equal_to "" Yes """	parking_assist_system	Yes
train_goal_2-65_v2###2680	3	"DA: <knowledge> ( train ) arrival_time "" 14:09 that day "" , available_options "" 1 "" , classification "" high-speed "" , date "" next Monday afternoon "" , departure "" Shanghai "" , departure_time "" 13:15 that day "" , destination "" Hangzhou "" , duration "" 54 minutes "" , seat_type "" second class "" , ticket_price "" 73.0 yuan "" , train_number "" G7323, from Shanghai Hongqiao to Hangzhoudong "" <endofknowledge> <state> ( train ) classification equal_to "" high-speed trains "" , date equal_to "" next Monday afternoon "" , departure equal_to "" Shanghai "" , destination equal_to "" Hangzhou "" , seat_type equal_to "" second class "" <endofstate> <history> AGENT_ACTS_PREV: ( train ) recommend train_number equal_to "" G1373 "" AGENT_ACTS: ( train ) recommend train_number equal_to "" G7323 "" USER: Good. I want to buy a second class ticket. What's the departure time? <endofhistory>"	"( train ) inform departure_time equal_to "" at 1:15 in the afternoon """	departure_time	at 1:15 in the afternoon
train_goal_2-65_v2###2680	4	"DA: <knowledge> ( train ) arrival_time "" 14:09 that day "" , available_options "" 1 "" , classification "" high-speed "" , date "" next Monday afternoon "" , departure "" Shanghai "" , departure_time "" 13:15 that day "" , destination "" Hangzhou "" , duration "" 54 minutes "" , seat_type "" second class "" , ticket_price "" 73.0 yuan "" , train_number "" G7323, from Shanghai Hongqiao to Hangzhoudong "" <endofknowledge> <state> ( train ) classification equal_to "" high-speed trains "" , date equal_to "" next Monday afternoon "" , departure equal_to "" Shanghai "" , destination equal_to "" Hangzhou "" , seat_type equal_to "" second class "" <endofstate> <history> AGENT_ACTS_PREV: ( train ) recommend train_number equal_to "" G7323 "" AGENT_ACTS: ( train ) inform departure_time equal_to "" at 1:15 in the afternoon "" USER: Could you give me the train service information? <endofhistory>"	"( train ) inform train_number equal_to "" The high-speed train G7323 will leave from Shanghai Hongqiao to Hangzhoudong. """	train_number	The high-speed train G7323 will leave from Shanghai Hongqiao to Hangzhoudong.
train_goal_2-65_v2###2680	8	"DA: <knowledge> ( train ) arrival_time "" 09:42 that day "" , available_options "" 1 "" , classification "" high-speed "" , date "" next Tuesday morning "" , departure "" Shanghai "" , departure_time "" 08:55 that day "" , destination "" Hangzhou "" , duration "" 47 minutes "" , seat_type "" second class "" , ticket_price "" 73.0 yuan "" , train_number "" G1373, from Shanghai Hongqiao to Hangzhoudong "" <endofknowledge> <state> ( train ) classification equal_to "" high-speed trains "" , date equal_to "" next Tuesday morning "" , departure equal_to "" Shanghai "" , destination equal_to "" Hangzhou "" , seat_type equal_to "" second class "" <endofstate> <history> AGENT_ACTS_PREV: ( train ) recommend train_number equal_to "" G1373 "" AGENT_ACTS: ( train ) inform train_number equal_to "" G1373 "" USER: How about its departure time? And arrival time? <endofhistory>"	"( train ) inform arrival_time equal_to "" 9:42 in the morning "" , inform departure_time equal_to "" 8:55 in the morning """	arrival_time	9:42 in the morning
train_goal_2-65_v2###2680	8	"DA: <knowledge> ( train ) arrival_time "" 09:42 that day "" , available_options "" 1 "" , classification "" high-speed "" , date "" next Tuesday morning "" , departure "" Shanghai "" , departure_time "" 08:55 that day "" , destination "" Hangzhou "" , duration "" 47 minutes "" , seat_type "" second class "" , ticket_price "" 73.0 yuan "" , train_number "" G1373, from Shanghai Hongqiao to Hangzhoudong "" <endofknowledge> <state> ( train ) classification equal_to "" high-speed trains "" , date equal_to "" next Tuesday morning "" , departure equal_to "" Shanghai "" , destination equal_to "" Hangzhou "" , seat_type equal_to "" second class "" <endofstate> <history> AGENT_ACTS_PREV: ( train ) recommend train_number equal_to "" G1373 "" AGENT_ACTS: ( train ) inform train_number equal_to "" G1373 "" USER: How about its departure time? And arrival time? <endofhistory>"	"( train ) inform arrival_time equal_to "" 9:42 in the morning "" , inform departure_time equal_to "" 8:55 in the morning """	departure_time	8:55 in the morning
Car_goal_1-48_v2###8677	2	"DST: <state> ( car ) classification equal_to "" SUV "" , number_of_seats equal_to "" 6 "" <endofstate> <history> AGENT_ACTS: ( car ) request pricerange USER: My budget is around 150,000 to 200,000 yuan. <endofhistory>"	"( car ) classification equal_to "" MPV "" , number_of_seats equal_to "" 6 "" , pricerange equal_to "" 150,000 to 200,000 yuan "" , series equal_to "" Volkswagen Touran L """	classification	MPV
Car_goal_1-48_v2###8677	2	"DST: <state> ( car ) classification equal_to "" SUV "" , number_of_seats equal_to "" 6 "" <endofstate> <history> AGENT_ACTS: ( car ) request pricerange USER: My budget is around 150,000 to 200,000 yuan. <endofhistory>"	"( car ) classification equal_to "" MPV "" , number_of_seats equal_to "" 6 "" , pricerange equal_to "" 150,000 to 200,000 yuan "" , series equal_to "" Volkswagen Touran L """	series	Volkswagen Touran L
Car_goal_1-48_v2###8677	2	"DA: <knowledge> ( car ) Message = No item available. <endofknowledge> <state> ( car ) classification equal_to "" MPV "" , number_of_seats equal_to "" 6 "" , pricerange equal_to "" 150,000 to 200,000 yuan "" , series equal_to "" Volkswagen Touran L "" <endofstate> <history> AGENT_ACTS: ( car ) request pricerange USER: My budget is around 150,000 to 200,000 yuan. <endofhistory>"	"( car ) recommend name equal_to "" Volkswagen Touran L 280TSI 6 Seaters """	name	Volkswagen Touran L 280TSI 6 Seaters
Car_goal_1-48_v2###8677	3	"DST: <state> ( car ) classification equal_to "" MPV "" , number_of_seats equal_to "" 6 "" , pricerange equal_to "" 150,000 to 200,000 yuan "" , series equal_to "" Volkswagen Touran L "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) request pricerange AGENT_ACTS: ( car ) recommend name equal_to "" Volkswagen Touran L 280TSI 6 Seaters "" USER: Does this model have cruise control? <endofhistory>"	"( car ) classification equal_to "" MPV "" , number_of_seats equal_to "" 7 "" , pricerange equal_to "" 150,000 to 200,000 yuan "" , series equal_to "" Volkswagen Touran L """	number_of_seats	7
Car_goal_1-48_v2###8677	3	"DA: <knowledge> ( car ) Message = No item available. <endofknowledge> <state> ( car ) classification equal_to "" MPV "" , number_of_seats equal_to "" 7 "" , pricerange equal_to "" 150,000 to 200,000 yuan "" , series equal_to "" Volkswagen Touran L "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) request pricerange AGENT_ACTS: ( car ) recommend name equal_to "" Volkswagen Touran L 280TSI 6 Seaters "" USER: Does this model have cruise control? <endofhistory>"	"( car ) inform cruise_control_system equal_to "" Yes """	cruise_control_system	Yes
Car_goal_5-52_v2###8754	2	"DA: <knowledge> ( car ) 4wd "" two-wheel "" , available_options "" 1 "" , brand "" FAW-Volkswagen "" , classification "" hatchback "" , cruise_control_system "" true "" , heated_seats "" true "" , hybrid "" gas "" , name "" luxury edition of Volkswagen Golf 280TSI DSG "" , number_of_seats "" 5 "" , parking_assist_system "" false "" , power_level "" relatively strong "" , price "" 165,200 "" , pricerange "" 150,000-200,000 "" , series "" Volkswagen Golf "" , size "" small- or mid-size "" , ventilated_seats "" false "" <endofknowledge> <state> ( car ) classification equal_to "" hatchback "" , hybrid equal_to "" gas-powered "" , pricerange equal_to "" 150,000 to 200,000 yuan "" , series equal_to "" Volkswagen Golf "" <endofstate> <history> AGENT_ACTS: ( car ) recommend name equal_to "" luxury edition of Volkswagen Golf 280TSI DSG "" USER: Is it equipped with ventilated seats? <endofhistory>"	"( car ) inform ventilated_seats equal_to "" does not have """	ventilated_seats	does not have
Car_goal_5-52_v2###8754	3	"DA: <knowledge> ( car ) 4wd "" two-wheel "" , available_options "" 1 "" , brand "" FAW-Volkswagen "" , classification "" hatchback "" , cruise_control_system "" true "" , heated_seats "" true "" , hybrid "" gas "" , name "" luxury edition of Volkswagen Golf 280TSI DSG "" , number_of_seats "" 5 "" , parking_assist_system "" false "" , power_level "" relatively strong "" , price "" 165,200 "" , pricerange "" 150,000-200,000 "" , series "" Volkswagen Golf "" , size "" small- or mid-size "" , ventilated_seats "" false "" <endofknowledge> <state> ( car ) classification equal_to "" hatchback "" , hybrid equal_to "" gas-powered "" , pricerange equal_to "" 150,000 to 200,000 yuan "" , series equal_to "" Volkswagen Golf "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) recommend name equal_to "" luxury edition of Volkswagen Golf 280TSI DSG "" AGENT_ACTS: ( car ) inform ventilated_seats equal_to "" does not have "" USER: Does it have cruise control? <endofhistory>"	"( car ) inform cruise_control_system equal_to "" Yes """	cruise_control_system	Yes
Car_goal_5-52_v2###8754	4	"DA: <knowledge> ( car ) 4wd "" two-wheel "" , available_options "" 1 "" , brand "" FAW-Volkswagen "" , classification "" hatchback "" , cruise_control_system "" true "" , heated_seats "" true "" , hybrid "" gas "" , name "" luxury edition of Volkswagen Golf 280TSI DSG "" , number_of_seats "" 5 "" , parking_assist_system "" false "" , power_level "" relatively strong "" , price "" 165,200 "" , pricerange "" 150,000-200,000 "" , series "" Volkswagen Golf "" , size "" small- or mid-size "" , ventilated_seats "" false "" <endofknowledge> <state> ( car ) classification equal_to "" hatchback "" , hybrid equal_to "" gas-powered "" , pricerange equal_to "" 150,000 to 200,000 yuan "" , series equal_to "" Volkswagen Golf "" <endofstate> <history> AGENT_ACTS_PREV: ( car ) inform ventilated_seats equal_to "" does not have "" AGENT_ACTS: ( car ) inform cruise_control_system equal_to "" Yes "" USER: How about seat heating? <endofhistory>"	"( car ) inform heated_seats equal_to "" has """	heated_seats	has
restaurant_goal_4-65_v2###8483	3	"DA: <knowledge> ( restaurant ) address "" No. 47-1, Jinshan Road (No. B1001-2, Floor B1, Mudu Tianhong Mall) "" , area "" Wuzhong District "" , available_options "" 1 "" , business_hours "" 10:00–20:30, Monday to Sunday "" , cuisine "" fast food "" , dishes "" Boiled Boneless Fish with Pickled Cabbage and Chili "" , metro_station "" true "" , name "" Goodman Folk Snacks "" , per_capita_consumption "" 42 yuan "" , phone_number "" 0512-83989318 "" , pricerange "" cheap "" , score "" 4.5 "" <endofknowledge> <state> ( restaurant ) area equal_to "" Wuzhong District "" , metro_station equal_to "" You can get there by subway directly. "" , name equal_to "" Goodman Folk Snacks "" , pricerange equal_to "" cheap "" <endofstate> <history> AGENT_ACTS_PREV: ( restaurant ) recommend name equal_to "" Goodman Folk Snacks "" AGENT_ACTS: ( restaurant ) inform per_capita_consumption equal_to "" 42 yuan "" USER: How about the opening hours? <endofhistory>"	"( restaurant ) inform business_hours equal_to "" 10:00-20:30, Monday to Sunday. """	business_hours	10:00-20:30, Monday to Sunday.
restaurant_goal_4-65_v2###8483	4	"DA: <knowledge> ( restaurant ) address "" No. 47-1, Jinshan Road (No. B1001-2, Floor B1, Mudu Tianhong Mall) "" , area "" Wuzhong District "" , available_options "" 1 "" , business_hours "" 10:00–20:30, Monday to Sunday "" , cuisine "" fast food "" , dishes "" Boiled Boneless Fish with Pickled Cabbage and Chili "" , metro_station "" true "" , name "" Goodman Folk Snacks "" , per_capita_consumption "" 42 yuan "" , phone_number "" 0512-83989318 "" , pricerange "" cheap "" , score "" 4.5 "" <endofknowledge> <state> ( restaurant ) area equal_to "" Wuzhong District "" , metro_station equal_to "" You can get there by subway directly. "" , name equal_to "" Goodman Folk Snacks "" , pricerange equal_to "" cheap "" <endofstate> <history> AGENT_ACTS_PREV: ( restaurant ) inform per_capita_consumption equal_to "" 42 yuan "" AGENT_ACTS: ( restaurant ) inform business_hours equal_to "" 10:00-20:30, Monday to Sunday. "" USER: And where is it? <endofhistory>"	"( restaurant ) inform address equal_to "" No. 47-1, Jinshan Road (No. B1001-2, B1F, Mudu Rainbow Shopping Mall) """	address	No. 47-1, Jinshan Road (No. B1001-2, B1F, Mudu Rainbow Shopping Mall)
train_goal_4-7###557	3	"DA: <knowledge> ( train ) arrival_time "" 18:36 that day "" , available_options "" 2 "" , classification "" bullet train "" , date "" next Friday morning "" , departure "" Shenzhen "" , departure_time "" 08:02 that day "" , destination "" Hangzhou "" , duration "" 10 hours and 34 minutes "" , seat_type "" first class "" , ticket_price "" 867.0 yuan "" , train_number "" D2294, from Shenzhenbei to Hangzhoudong "" <endofknowledge> <state> ( train ) classification equal_to "" bullet train "" , date equal_to "" next Friday morning "" , departure equal_to "" Shenzhen "" , destination equal_to "" Hangzhou "" <endofstate> <history> AGENT_ACTS_PREV: ( train ) inform classification equal_to "" bullet train "" AGENT_ACTS: ( train ) inform seat_type equal_to "" first class "" , recommend train_number equal_to "" D2294, from Shenzhenbei to Hangzhoudong "" USER: How much is the ticket? By the way, could you help me check high-speed trains departing from the place and at around the same time? <endofhistory>"	"( train ) inform ticket_price equal_to "" 867.0 yuan "" , inform train_number equal_to "" G1604, from Shenzhenbei to Hangzhoudong """	train_number	G1604, from Shenzhenbei to Hangzhoudong
attraction_restaurant_hotel_goal_2-59_v2###2345	7	"DA: <knowledge> ( attraction ) address "" No. 204, Dong Bei Street, Gusu District, Suzhou "" , area "" Gusu District "" , available_options "" 1 "" , consumption "" cheap "" , features "" The new and exquisitely elegant museum building of the Suzhou Museum designed by Ieoh Ming Pei is worth visiting and you can also enjoy the treasured Olive Green Lotus-Shaped Bowl. "" , metro_station "" false "" , name "" Suzhou Museum "" , opening_hours "" 09:00-17:00 "" , phone_number "" 0512-67575666 "" , score "" 4.6 "" , the_most_suitable_people "" friends "" , ticket_price "" free "" , type "" historic site in Gusu District "" , ( hotel ) address "" No. 5-9, Nanxin Street, Lili Town, Wujiang District, Suzhou "" , area "" Wujiang District "" , available_options "" 2 "" , hotel_type "" business "" , name "" Suzhou Shui'an Hanshe Boutique Hotel "" , parking "" free "" , phone_number "" 180-5181-5602 "" , pricerange "" slightly expensive "" , room_charge "" 629 yuan "" , room_type "" king-size room "" , score "" 4.6 "" , star "" 5 "" , ( restaurant ) address "" B3-19, 3F, South Section, Suzhou Center, No. 68, Suxiu Road "" , area "" Suzhou Industrial Park "" , available_options "" 1 "" , business_hours "" 11:30-22:00, Monday to Sunday "" , cuisine "" bread and desserts "" , dishes "" Cream of Mushroom Soup "" , metro_station "" true "" , name "" L'Arôme "" , per_capita_consumption "" 412 yuan "" , phone_number "" 0512-69881018 "" , pricerange "" slightly expensive "" , score "" 4.5 "" <endofknowledge> <state> ( attraction ) consumption equal_to "" cheaper "" , name equal_to "" Suzhou Museum "" , type equal_to "" historic sites in Gusu District "" , ( hotel ) hotel_type equal_to "" business hotel "" , name equal_to "" Shui'an Hanshe Boutique Hotel "" , pricerange equal_to "" a slightly more expensive "" , ( restaurant ) cuisine equal_to "" bread and desserts "" , pricerange equal_to "" a slightly more expensive "" <endofstate> <history> AGENT_ACTS_PREV: ( hotel ) inform phone_number equal_to "" 180-5181-5602 "" AGENT_ACTS: ( hotel ) inform parking equal_to "" free "" USER: Great. I must also try some delicious food while in Suzhou. Could you recommend a slightly more expensive restaurant serving bread and desserts? A place with tasty food. <endofhistory>"	"( restaurant ) recommend name equal_to "" L'Arome """	name	L'Arome
PC_goal_3-19###3883	4	"DA: <knowledge> ( pc ) available_options "" 2 "" , brand "" Dell "" , colour "" mainly silvery "" , computer_type "" laptop "" , cpu "" Intel Core i7 "" , cpu_model "" Intel Core i7 8565U "" , features "" a backlit keyboard, fingerprint recognition, PCIe SSD, quick charge, and Type-c port "" , game_performance "" entry-level "" , gpu_category "" discrete graphics card "" , gpu_model "" MX250 "" , hard_disk_capacity "" 256GB SSD "" , memory_capacity "" 8GB "" , operating_system "" Windows 10 "" , price "" 5,499 yuan "" , pricerange "" 5,000-10,000 "" , product_name "" Dell Inspiron 14 "" , screen_size "" 14-inch "" , series "" Dell Inspiron Series "" , standby_time "" >9 hours "" , usage "" regular "" , weight "" 1-1.5kg "" <endofknowledge> <state> ( pc ) pricerange equal_to "" 5,000 to 10,000 "" , series equal_to "" Inspiron series of Dell "" <endofstate> <history> AGENT_ACTS_PREV: ( pc ) inform CPU_model equal_to "" Intel Core i7-9700 "" AGENT_ACTS: ( pc ) inform hard_disk_capacity equal_to "" 512GB SSD "" USER: Well, that's enough for me. How much is this model? <endofhistory>"	"( pc ) inform price equal_to "" 7,999.0 """	price	7999
PC_goal_3-19###3883	8	"DA: <knowledge> ( pc ) available_options "" 1 "" , brand "" Lenovo "" , colour "" N/A "" , computer_type "" desktop "" , cpu "" Intel Core i7 "" , cpu_model "" Intel Core i7-9700F "" , features "" N/A "" , game_performance "" enthusiast "" , gpu_category "" discrete graphics card "" , gpu_model "" GTX1650 "" , hard_disk_capacity "" 256GB SSD + 1TB HDD "" , memory_capacity "" 16GB "" , operating_system "" Windows 10 "" , price "" 5,989 yuan "" , pricerange "" 5,000-10,000 "" , product_name "" Lenovo GeekPro "" , screen_size "" N/A "" , series "" Lenovo GeekPro Series "" , standby_time "" N/A "" , usage "" gaming "" , weight "" 6.85kg "" <endofknowledge> <state> ( pc ) pricerange equal_to "" 5,000 to 10,000 "" , series equal_to "" GeekPro series of Lenovo "" <endofstate> <history> AGENT_ACTS_PREV: ( pc ) inform CPU_model equal_to "" Intel Core i7-9700F "" AGENT_ACTS: ( pc ) inform hard_disk_capacity equal_to "" 256GB SSD + 1TB HDD "" USER: Well, it offers better performance. How much is this model? <endofhistory>"	"( pc ) inform price equal_to "" 5,989.0 """	price	5989
flight_goal_3-44_v2###11094	1	"DA: <knowledge> ( flight ) arrival_time "" 16:35 that day "" , available_options "" 2 "" , class_cabin "" economy class "" , date "" next Saturday "" , departure "" Guangzhou "" , departure_time "" 14:25 that day "" , destination "" Hangzhou "" , flight_information "" CZ3501 of China Southern Airlines from Terminal 2 of Baiyun International Airport to Terminal 3 of Xiaoshan International Airport "" , punctuality_rate "" 100% "" , ticket_price "" 760 yuan "" <endofknowledge> <state> ( flight ) date equal_to "" next Saturday "" , departure equal_to "" Guangzhou "" , destination equal_to "" Hangzhou "" <endofstate> <history> USER: Hi, I will go to Hangzhou next week. Could you check if there are any direct flights from Guangzhou to Hangzhou next Saturday? Please recommend any available options. <endofhistory>"	"( flight ) recommend flight_information equal_to "" flight CZ3501 of China Southern Airlines, from Terminal 2 of Baiyun International Airport to Terminal 3 of Hangzhou International Airport. """	flight_information	flight CZ3501 of China Southern Airlines, from Terminal 2 of Baiyun International Airport to Terminal 3 of Hangzhou International Airport.
flight_goal_3-44_v2###11094	3	"DA: <knowledge> ( flight ) arrival_time "" 16:35 that day "" , available_options "" 1 "" , class_cabin "" business class "" , date "" next Saturday "" , departure "" Guangzhou "" , departure_time "" 14:25 that day "" , destination "" Hangzhou "" , flight_information "" CZ3501 of China Southern Airlines from Terminal 2 of Baiyun International Airport to Terminal 3 of Xiaoshan International Airport "" , punctuality_rate "" 100% "" , ticket_price "" 1460 yuan "" <endofknowledge> <state> ( flight ) class_cabin equal_to "" business class "" , date equal_to "" next Saturday "" , departure equal_to "" Guangzhou "" , destination equal_to "" Hangzhou "" <endofstate> <history> AGENT_ACTS_PREV: ( flight ) recommend flight_information equal_to "" flight CZ3501 of China Southern Airlines, from Terminal 2 of Baiyun International Airport to Terminal 3 of Hangzhou International Airport. "" AGENT_ACTS: ( flight ) inform ticket_price equal_to "" 760 yuan "" USER: That's not too expensive. How about business class? Maybe this time I'll fly business class. <endofhistory>"	"( flight ) inform ticket_price equal_to "" 1,460 yuan """	ticket_price	1,460 yuan
flight_goal_3-44_v2###11094	5	"DA: <knowledge> ( flight ) arrival_time "" 16:35 that day "" , available_options "" 1 "" , class_cabin "" business class "" , date "" next Saturday "" , departure "" Guangzhou "" , departure_time "" 14:25 that day "" , destination "" Hangzhou "" , flight_information "" CZ3501 of China Southern Airlines from Terminal 2 of Baiyun International Airport to Terminal 3 of Xiaoshan International Airport "" , punctuality_rate "" 100% "" , ticket_price "" 1460 yuan "" <endofknowledge> <state> ( flight ) class_cabin equal_to "" business class "" , date equal_to "" next Saturday "" , departure equal_to "" Guangzhou "" , destination equal_to "" Hangzhou "" <endofstate> <history> AGENT_ACTS_PREV: ( flight ) inform ticket_price equal_to "" 1,460 yuan "" AGENT_ACTS: ( flight ) inform departure_time equal_to "" 14:25 that day "" USER: Great, how about the arrival time? <endofhistory>"	"( flight ) inform arrival_time equal_to "" 16:35 on the same day """	arrival_time	16:35 on the same day
flight_weather_goal_1-12_v2###2829	2	"DA: <knowledge> ( flight ) arrival_time "" 13:30 that day "" , available_options "" 1 "" , class_cabin "" business class "" , date "" next Tuesday "" , departure "" Guangzhou "" , departure_time "" 12:10 that day "" , destination "" Xiamen "" , flight_information "" flight CZ3741 of China Southern Airlines, from Terminal 2 of Baiyun International Airport to Terminal 3 of Gaoqi International Airport "" , punctuality_rate "" 98.32% "" , ticket_price "" 2590 yuan "" <endofknowledge> <state> ( flight ) class_cabin equal_to "" business class "" , date equal_to "" next Tuesday "" , departure equal_to "" Guangzhou "" , destination equal_to "" Xiamen "" <endofstate> <history> AGENT_ACTS: ( flight ) inform flight_information equal_to "" flight CZ3741 of China Southern Airlines, from Terminal 2 of Baiyun International Airport to Terminal 3 of Gaoqi International Airport "" USER: I'd like to have a comfortable trip. How much is a business class ticket? <endofhistory>"	"( flight ) inform ticket_price equal_to "" 2,590 yuan """	ticket_price	2,590 yuan
flight_weather_goal_1-12_v2###2829	4	"DA: <knowledge> ( flight ) arrival_time "" 13:30 that day "" , available_options "" 1 "" , class_cabin "" business class "" , date "" next Tuesday "" , departure "" Guangzhou "" , departure_time "" 12:10 that day "" , destination "" Xiamen "" , flight_information "" flight CZ3741 of China Southern Airlines, from Terminal 2 of Baiyun International Airport to Terminal 3 of Gaoqi International Airport "" , punctuality_rate "" 98.32% "" , ticket_price "" 2590 yuan "" <endofknowledge> <state> ( flight ) class_cabin equal_to "" business class "" , date equal_to "" next Tuesday "" , departure equal_to "" Guangzhou "" , destination equal_to "" Xiamen "" <endofstate> <history> AGENT_ACTS_PREV: ( flight ) inform ticket_price equal_to "" 2,590 yuan "" AGENT_ACTS: ( flight ) inform punctuality_rate equal_to "" 98.32% "" USER: I want my friend to pick me up. When does the flight arrive in Xiamen? <endofhistory>"	"( flight ) inform arrival_time equal_to "" 13:30 that day. """	arrival_time	13:30 that day.
flight_weather_goal_1-12_v2###2829	6	"DA: <knowledge> ( flight ) arrival_time "" 13:30 that day "" , available_options "" 1 "" , class_cabin "" business class "" , date "" next Tuesday "" , departure "" Guangzhou "" , departure_time "" 12:10 that day "" , destination "" Xiamen "" , flight_information "" flight CZ3741 of China Southern Airlines, from Terminal 2 of Baiyun International Airport to Terminal 3 of Gaoqi International Airport "" , punctuality_rate "" 98.32% "" , ticket_price "" 2590 yuan "" , ( weather ) available_options "" 1 "" , city "" Xiamen "" , date "" next Tuesday "" , tamperature "" The maximum temperature will be 14 degrees Celsius, and the minimum temperature will be 7 degrees Celsius "" , uv_intensity "" very strong "" , weather_condition "" sunny "" , wind "" northeast force 4-5 "" <endofknowledge> <state> ( flight ) class_cabin equal_to "" business class "" , date equal_to "" next Tuesday "" , departure equal_to "" Guangzhou "" , destination equal_to "" Xiamen "" , ( weather ) city equal_to "" Xiamen "" , date equal_to "" next Tuesday "" <endofstate> <history> AGENT_ACTS_PREV: ( flight ) inform arrival_time equal_to "" 13:30 that day. "" AGENT_ACTS: ( weather ) inform wind equal_to "" northeast force 4-5 "" USER: Seems like it might be cold that day. What about the temperature? <endofhistory>"	"( weather ) inform tamperature equal_to "" The maximum temperature will be 14 degrees Celsius and the minimum temperature will be 7 degrees Celsius """	tamperature	The maximum temperature will be 14 degrees Celsius and the minimum temperature will be 7 degrees Celsius
weather_goal_3-50_v2###3017	2	"DST: <state> ( weather ) city equal_to "" Beijing "" <endofstate> <history> AGENT_ACTS: ( weather ) request weather_condition USER: Next Friday. <endofhistory>"	"( weather ) city equal_to "" Beijing "" , date equal_to "" next Friday """	date	next Friday
