	source	target	source_entity	target_entity	source_span	target_span	dialogue_id	turn_id	utterance_type	source_word_span	target_word_span
1078	Good, what's the arrival time of this high-speed train? I have never been to Shanghai before and I'm not familiar with the city so I need to make a plan for my trip in advance.	Gut, wie ist die Ankunftszeit dieses Hochgeschwindigkeitszugs? Ich war noch nie in Shanghai und kenne die Stadt nicht, also muss ich meine Reise im Voraus planen.	['Shanghai']	['Shanghai']	[[77, 85]]	[[83, 91]]	train_weather_goal_2-68###7188	9	user	[[14, 15]]	[[12, 13]]
1079	The specific arrival time is 14:32 that day.	Die spezifische Ankunftszeit ist 14:32 Uhr an diesem Tag.	['14:32 that day.']	['14:32 Uhr an diesem Tag.']	[[29, 44]]	[[33, 57]]	train_weather_goal_2-68###7188	9	system	[[5, 8]]	[[4, 9]]
1080	The arrival time is the same. Good, how about the weather in Shanghai next Tuesday?	Die Ankunftszeit ist die gleiche. Gut, wie sieht es mit dem Wetter in Shanghai nächsten Dienstag aus?	['Shanghai', 'next Tuesday?']	['Shanghai', 'nächsten Dienstag']	[[61, 69], [70, 83]]	[[70, 78], [79, 96]]	train_weather_goal_2-68###7188	10	user	[[12, 13], [13, 15]]	[[13, 14], [14, 16]]
1081	It will be sunny and later cloudy.	Es wird sonnig und später bewölkt.	['sunny and later cloudy.']	['sonnig und später bewölkt.']	[[11, 34]]	[[8, 34]]	train_weather_goal_2-68###7188	10	system	[[3, 7]]	[[2, 6]]
1082	Thank you so much for your detailed information, bye!	Vielen Dank für Ihre ausführlichen Informationen, tschüss!	[]	[]	[]	[]	train_weather_goal_2-68###7188	11	user	[]	[]
1083	I'm happy the information helped, goodbye!	Ich freue mich, dass die Informationen geholfen haben, auf Wiedersehen!	[]	[]	[]	[]	train_weather_goal_2-68###7188	11	system	[]	[]
1084	Hi, I will leave from Beijing to Nanjing for a meeting next Saturday afternoon and I plan to buy a first class ticket for a high-speed train. Could you tell me any high-speed train that's available that day?	Hallo, ich werde am nächsten Samstagnachmittag von Peking nach Nanjing zu einem Meeting aufbrechen und ich habe vor, ein First-Class Ticket für einen Hochgeschwindigkeitszug zu kaufen. Können Sie mir sagen, welcher Hochgeschwindigkeitszug an diesem Tag verfügbar ist?	['Beijing', 'Nanjing', 'first class']	['Peking', 'Nanjing', 'First-Class']	[[22, 29], [33, 40], [99, 110]]	[[51, 57], [63, 70], [121, 132]]	train_weather_goal_1-9_v2###2724	0	user	[[5, 6], [7, 8], [20, 22]]	[[7, 8], [9, 10], [19, 20]]
1085	You could take the high-speed train G135, from Beijingnan to Nanjingnan.	Sie könnten den Hochgeschwindigkeitszug G135 von Beijingnan nach Nanjingnan nehmen.	['G135, from Beijingnan to Nanjingnan.']	['G135 von Beijingnan nach Nanjingnan']	[[36, 72]]	[[40, 75]]	train_weather_goal_1-9_v2###2724	0	system	[[6, 11]]	[[4, 9]]
1086	How much is the ticket?	Was kostet dieses Ticket?	[]	[]	[]	[]	train_weather_goal_1-9_v2###2724	1	user	[]	[]
1087	A first class ticket is 748.5 yuan.	Ein First-Class Ticket kostet 748,5 Yuan.	['first class', '748.5 yuan.']	['First-Class', '748,5 Yuan.']	[[2, 13], [24, 35]]	[[4, 15], [30, 41]]	train_weather_goal_1-9_v2###2724	1	system	[[1, 3], [5, 7]]	[[1, 2], [4, 6]]
1088	How about the departure time?	Wie sieht es mit der Abfahrtszeit aus?	[]	[]	[]	[]	train_weather_goal_1-9_v2###2724	2	user	[]	[]
1089	The departure time is at 13:05 that day.	Die Abfahrtszeit ist an diesem Tag um 13:05 Uhr.	['13:05 that day.']	['diesem Tag um 13:05 Uhr.']	[[25, 40]]	[[24, 48]]	train_weather_goal_1-9_v2###2724	2	system	[[5, 8]]	[[4, 9]]
1090	How long does the whole journey take?	Wie lange dauert die ganze Fahrt?	[]	[]	[]	[]	train_weather_goal_1-9_v2###2724	3	user	[]	[]
1091	It takes 4 hours and 25 minutes.	Es dauert 4 Stunden und 25 Minuten.	['4 hours and 25 minutes.']	['4 Stunden und 25 Minuten.']	[[9, 32]]	[[10, 35]]	train_weather_goal_1-9_v2###2724	3	system	[[2, 7]]	[[2, 7]]
1092	Ok. Can you tell me what the weather will be like in Nanjing next Saturday?	OK. Können Sie mir sagen, wie das Wetter nächsten Samstag in Nanjing sein wird?	['Nanjing', 'next Saturday?']	['Nanjing', 'nächsten Samstag']	[[53, 60], [61, 75]]	[[61, 68], [41, 57]]	train_weather_goal_1-9_v2###2724	4	user	[[12, 13], [13, 15]]	[[11, 12], [8, 10]]
1093	It will be cloudy.	Es wird bewölkt sein.	['cloudy.']	['bewölkt']	[[11, 18]]	[[8, 15]]	train_weather_goal_1-9_v2###2724	4	system	[[3, 4]]	[[2, 3]]
1094	How about the temperature?	Wie sieht es mit der Temperatur aus?	[]	[]	[]	[]	train_weather_goal_1-9_v2###2724	5	user	[]	[]
1095	The maximum temperature will be 17 degrees Celsius and the minimum temperature will be 6 degrees Celsius.	Die Höchsttemperatur beträgt 17 Grad Celsius und die Mindesttemperatur 6 Grad Celsius.	['The maximum temperature will be 17 degrees Celsius and the minimum temperature will be 6 degrees Celsius.']	['Die Höchsttemperatur beträgt 17 Grad Celsius und die Mindesttemperatur 6 Grad Celsius.']	[[0, 105]]	[[0, 86]]	train_weather_goal_1-9_v2###2724	5	system	[[0, 17]]	[[0, 12]]
1096	Ok. No further questions. Thanks for your service. Bye!	OK. Keine weiteren Fragen. Vielen Dank für Ihren Service. Wiedersehen!	[]	[]	[]	[]	train_weather_goal_1-9_v2###2724	6	user	[]	[]
1097	You're welcome. Have a nice day!	Gern geschehen. Einen schönen Tag noch!	[]	[]	[]	[]	train_weather_goal_1-9_v2###2724	6	system	[]	[]
1098	Hi, I want to take a trip to Wuzhong District. Could you recommend a landscape scenic spot I can get to directly by subway?	Hallo, ich möchte einen Ausflug in den Bezirk Wuzhong machen. Können Sie mir einen landschaftlichen Ausguckspunkt empfehlen, den ich direkt mit der U-Bahn erreichen kann?	['Wuzhong District.', 'landscape scenic spot', 'directly by subway?']	['Bezirk Wuzhong', 'landschaftlichen Ausguckspunkt', 'direkt mit der U-Bahn']	[[29, 46], [69, 90], [104, 123]]	[[39, 53], [83, 113], [133, 154]]	attraction_goal_2-36_v2###1857	0	user	[[8, 10], [14, 17], [21, 24]]	[[7, 9], [14, 16], [19, 23]]
1099	You could go to Stone Lake.	Du könntest nach Stone Lake gehen.	['Stone Lake.']	['Stone Lake']	[[16, 27]]	[[17, 27]]	attraction_goal_2-36_v2###1857	0	system	[[4, 6]]	[[3, 5]]
1100	Alright, and I can get there directly by subway, right? Where is it?	In Ordnung, und ich kann direkt mit der U-Bahn dorthin gelangen, oder? Wo ist es?	[]	[]	[]	[]	attraction_goal_2-36_v2###1857	1	user	[]	[]
1101	Yes, you can get there by subway directly, no need to worry. It is located at No. 333, Youxin Road, Wuzhong District, Suzhou City.	Ja, Sie können direkt mit der U-Bahn dorthin gelangen, kein Grund zur Sorge. Es befindet sich in der Youxin Road Nr. 333, Bezirk Wuzhong, Stadt Suzhou.	['you can get there by subway directly,', 'No. 333, Youxin Road, Wuzhong District, Suzhou City.']	['Sie können direkt mit der U-Bahn dorthin gelangen,', 'Youxin Road Nr. 333, Bezirk Wuzhong, Stadt Suzhou.']	[[5, 42], [78, 130]]	[[4, 54], [101, 151]]	attraction_goal_2-36_v2###1857	1	system	[[1, 8], [16, 24]]	[[1, 9], [18, 26]]
1102	What is there to do?	Was gibt es dort zu tun?	[]	[]	[]	[]	attraction_goal_2-36_v2###1857	2	user	[]	[]
1103	It's famous for Stone Lake's wonderful scenery and the endless rows of mountains and ridges. It's a great place to appreciate the mountain and water culture of Suzhou.	Es ist berühmt für die wundervolle Landschaft von Stone Lake und die endlosen Reihen von Bergen und Graten. Es ist ein großartiger Ort, um die Berg- und Wasserkultur von Suzhou zu schätzen.	"[""It's famous for Stone Lake's wonderful scenery and the endless rows of mountains and ridges. It's a great place to appreciate the mountain and water culture of Suzhou.""]"	['Es ist berühmt für die wundervolle Landschaft von Stone Lake und die endlosen Reihen von Bergen und Graten. Es ist ein großartiger Ort, um die Berg- und Wasserkultur von Suzhou zu schätzen.']	[[0, 167]]	[[0, 189]]	attraction_goal_2-36_v2###1857	2	system	[[0, 28]]	[[0, 32]]
1104	Ok. No further questions. Thanks for your service. Bye!	OK. Keine weiteren Fragen. Vielen Dank für Ihren Service. Wiedersehen!	[]	[]	[]	[]	attraction_goal_2-36_v2###1857	3	user	[]	[]
1105	You're welcome. Have a nice day!	Gern geschehen. Einen schönen Tag noch!	[]	[]	[]	[]	attraction_goal_2-36_v2###1857	3	system	[]	[]
1106	Hello! I've wanted to buy a desktop recently but I don't know much about them. Could you give me some recommendations?	Hallo! Ich wollte mir vor kurzem einen Desktop kaufen, aber ich weiß nicht viel darüber. Könnt ihr mir ein paar Empfehlungen geben?	['desktop']	['Desktop']	[[28, 35]]	[[39, 46]]	PC_goal_5-7_v2###10265	0	user	[[6, 7]]	[[7, 8]]
1107	I think Lenovo Tianyi 510Pro is a good model.	Ich denke, Lenovo Tianyi 510Pro ist ein gutes Modell.	['Lenovo Tianyi 510Pro']	['Lenovo Tianyi 510Pro']	[[8, 28]]	[[11, 31]]	PC_goal_5-7_v2###10265	0	system	[[2, 5]]	[[2, 5]]
1108	Okay, how about its memory?	Okay, wie sieht es mit seiner Speicherkapazität aus?	[]	[]	[]	[]	PC_goal_5-7_v2###10265	1	user	[]	[]
1109	The memory capacity of this model is 8GB.	Die Speicherkapazität dieses Modells beträgt 8 GB.	['8GB.']	['8 GB.']	[[37, 41]]	[[45, 50]]	PC_goal_5-7_v2###10265	1	system	[[7, 8]]	[[5, 7]]
1110	Good, that's just what I want, a desktop with 8GB memory. So what about its CPU?	Gut, das ist genau das, was ich will, ein Desktop mit 8 GB Speicher. Was ist also mit seiner CPU?	['8GB']	['8 GB']	[[46, 49]]	[[54, 58]]	PC_goal_5-7_v2###10265	2	user	[[9, 10]]	[[11, 13]]
1111	The CPU of this model is an Intel Core i5.	Die CPU dieses Modells ist ein Intel Core i5.	['Intel Core i5.']	['Intel Core i5.']	[[28, 42]]	[[31, 45]]	PC_goal_5-7_v2###10265	2	system	[[7, 10]]	[[6, 9]]
1112	Great, that's perfect for me, haha.	Toll, das ist perfekt für mich, haha.	[]	[]	[]	[]	PC_goal_5-7_v2###10265	3	user	[]	[]
1113	Yes, with the model I recommended you get great value for your money.	Ja, mit dem von mir empfohlenen Modell bekommen Sie ein gutes Preis-Leistungs-Verhältnis.	[]	[]	[]	[]	PC_goal_5-7_v2###10265	3	system	[]	[]
1114	So, how much is this desktop? My budget is 5,000 to 10,000 yuan.	Also, wie viel kostet dieser Desktop? Mein Budget beträgt 5.000 bis 10.000 Yuan.	['5,000 to 10,000']	['5.000 bis 10.000']	[[43, 58]]	[[58, 74]]	PC_goal_5-7_v2###10265	4	user	[[9, 12]]	[[9, 12]]
1115	No need to worry about your budget, this desktop is 4,889.0 yuan.	Machen Sie sich keine Sorgen um Ihr Budget, dieser Desktop kostet 4.889,0 Yuan.	['4,889.0']	['4.889,0']	[[52, 59]]	[[66, 73]]	PC_goal_5-7_v2###10265	4	system	[[10, 11]]	[[11, 12]]
1116	That’s great! By the way, what's the operating system of this desktop?	Das ist großartig! Übrigens, was ist das Betriebssystem dieses Desktops?	[]	[]	[]	[]	PC_goal_5-7_v2###10265	5	user	[]	[]
1117	This desktop is equipped with the latest Windows 10 operating system.	Dieser Desktop ist mit dem neuesten Windows 10 Betriebssystem ausgestattet.	['Windows 10']	['Windows 10']	[[41, 51]]	[[36, 46]]	PC_goal_5-7_v2###10265	5	system	[[7, 9]]	[[6, 8]]
1118	Good, that's a nice operating system. Well, how about its standby time?	Gut, das ist ein tolles Betriebssystem. Nun, wie sieht es mit der Standby-Zeit aus?	[]	[]	[]	[]	PC_goal_5-7_v2###10265	6	user	[]	[]
1119	The standby time of this desktop hasn't been set yet.	Die Standby-Zeit dieses Desktops wurde noch nicht festgelegt.	"[""hasn't been set yet.""]"	['wurde noch nicht festgelegt.']	[[33, 53]]	[[33, 61]]	PC_goal_5-7_v2###10265	6	system	[[6, 10]]	[[4, 8]]
1120	Ok, then how about its CPU?	Ok, wie sieht es dann mit der CPU aus?	[]	[]	[]	[]	PC_goal_5-7_v2###10265	7	user	[]	[]
1121	The CPU type of this desktop is an Intel Core i5, i5-9400F.	Der CPU-Typ dieses Desktops ist ein Intel Core i5, i5-9400F.	['i5-9400F.']	['i5-9400F.']	[[50, 59]]	[[51, 60]]	PC_goal_5-7_v2###10265	7	system	[[11, 12]]	[[9, 10]]
1122	Ok, I see. What color is the desktop?	OK, ich verstehe. Welche Farbe hat der Desktop?	[]	[]	[]	[]	PC_goal_5-7_v2###10265	8	user	[]	[]
1123	The color of this desktop hasn't been set yet.	Die Farbe dieses Desktops wurde noch nicht festgelegt.	"[""hasn't been set yet.""]"	['wurde noch nicht festgelegt.']	[[26, 46]]	[[26, 54]]	PC_goal_5-7_v2###10265	8	system	[[5, 9]]	[[4, 8]]
1124	Ok, got it. Thanks for your help, bye!	OK Verstehe. Danke für deine Hilfe, tschüss!	[]	[]	[]	[]	PC_goal_5-7_v2###10265	9	user	[]	[]
1125	My pleasure, goodbye!	Gerne, auf Wiedersehen!	[]	[]	[]	[]	PC_goal_5-7_v2###10265	9	system	[]	[]
1126	Hi, I've had a lot of free time recently. Could you recommend a Hong Kong TV show?	Hallo, ich hatte in letzter Zeit viel Freizeit. Können Sie mir eine Fernsehsendung aus Hongkong empfehlen?	['Hong Kong']	['Hongkong']	[[64, 73]]	[[87, 95]]	tv_goal_1-2###6787	0	user	[[13, 15]]	[[14, 15]]
1127	Hello, there are many options. Do you have any other requirements for the TV show?	Hallo, es gibt viele Möglichkeiten. Haben Sie weitere Anforderungen an die Serie?	[]	[]	[]	[]	tv_goal_1-2###6787	0	system	[]	[]
1128	Please recommend me a romantic TV show from the 2010s.	Bitte empfehlen Sie mir eine romantische Serie aus den 2010er Jahren.	['2010s.']	['2010er Jahren.']	[[48, 54]]	[[55, 69]]	tv_goal_1-2###6787	1	user	[[9, 10]]	[[9, 11]]
1129	Ok, I would recommend Lives of Omission. I think you will like it.	Ok, ich würde Lives of Omission empfehlen. Ich denke du wirst es mögen.	['Lives of Omission.']	['Lives of Omission']	[[22, 40]]	[[14, 31]]	tv_goal_1-2###6787	1	system	[[4, 7]]	[[3, 6]]
1130	How many episodes does the TV show have?	Wie viele Folgen hat die Serie?	[]	[]	[]	[]	tv_goal_1-2###6787	2	user	[]	[]
1131	It has a total of 30 episodes.	Sie hat insgesamt 30 Folgen.	['30 episodes.']	['30 Folgen.']	[[18, 30]]	[[17, 27]]	tv_goal_1-2###6787	2	system	[[5, 7]]	[[3, 5]]
1132	When did the TV show premiere?	Wann wurde die Serie uraufgeführt?	[]	[]	[]	[]	tv_goal_1-2###6787	3	user	[]	[]
1133	It premiered on August 1, 2011.	Es wurde am 1. August 2011 uraufgeführt.	['August 1, 2011.']	['1. August 2011']	[[16, 31]]	[[12, 26]]	tv_goal_1-2###6787	3	system	[[3, 6]]	[[3, 6]]
1134	Alright, how about its Douban rating?	In Ordnung, wie sieht es mit der Douban-Bewertung aus?	[]	[]	[]	[]	tv_goal_1-2###6787	4	user	[]	[]
1135	Its Douban rating is 8.5.	Die Douban-Bewertung beträgt 8,5.	['8.5.']	['8,5.']	[[21, 25]]	[[31, 35]]	tv_goal_1-2###6787	4	system	[[4, 5]]	[[3, 4]]
1136	Okay, thanks for your patience. Bye.	Okay, danke für deine Geduld. Wiedersehen.	[]	[]	[]	[]	tv_goal_1-2###6787	5	user	[]	[]
1137	My pleasure. I'm glad to be at your service, bye!	Freut mich. Ich bin froh, zu Ihren Diensten zu sein, tschüss!	[]	[]	[]	[]	tv_goal_1-2###6787	5	system	[]	[]
1138	Hello, I would like to fly from directly Guangzhou to Chengdu next Tuesday. Could you help me find a suitable flight and check the price for business class first? Thanks!	Hallo, ich möchte nächsten Dienstag direkt von Guangzhou nach Chengdu fliegen. Können Sie mir helfen, einen geeigneten Flug zu finden und zuerst den Preis für die Business Class zu überprüfen? Vielen Dank!	['Guangzhou', 'Chengdu', 'next Tuesday.', 'business class']	['Guangzhou', 'Chengdu', 'nächsten Dienstag', 'Business Class']	[[41, 50], [54, 61], [62, 75], [141, 155]]	[[47, 56], [62, 69], [18, 35], [163, 177]]	flight_goal_3-25###1601	0	user	[[8, 9], [10, 11], [11, 13], [26, 28]]	[[7, 8], [9, 10], [3, 5], [26, 28]]
1139	Flight 3U8556 of Sichuan Airlines, from Terminal 2 of Baiyun International Airport to Terminal 1 of Shuangliu International Airport fits your requirements. A business class ticket is 1,890 yuan.	Flug 3U8556 von Sichuan Airlines vom Terminal 2 des internationalen Flughafens Baiyun zum Terminal 1 des internationalen Flughafens Shuangliu entspricht Ihren Anforderungen. Ein Business-Class Ticket kostet 1.890 Yuan.	['Flight 3U8556 of Sichuan Airlines, from Terminal 2 of Baiyun International Airport to Terminal 1 of Shuangliu International Airport', 'business class', '1,890 yuan.']	['Flug 3U8556 von Sichuan Airlines vom Terminal 2 des internationalen Flughafens Baiyun zum Terminal 1 des internationalen Flughafens Shuangliu', 'Business-Class', '1.890 Yuan.']	[[0, 131], [158, 172], [183, 194]]	[[0, 141], [178, 192], [207, 218]]	flight_goal_3-25###1601	0	system	[[0, 19], [23, 25], [27, 29]]	[[0, 19], [23, 24], [26, 28]]
1140	Please also help me check the price for economy class.	Bitte helfen Sie mir auch, den Preis für die Economy Class zu überprüfen.	['economy class.']	['Economy Class']	[[40, 54]]	[[45, 58]]	flight_goal_3-25###1601	1	user	[[8, 10]]	[[9, 11]]
1141	600 yuan.	600 Yuan.	['600 yuan.']	['600 Yuan.']	[[0, 9]]	[[0, 9]]	flight_goal_3-25###1601	1	system	[[0, 2]]	[[0, 2]]
1142	Ok, how about the departure and arrival times?	Ok, wie sieht es mit den Abfahrts- und Ankunftszeiten aus?	[]	[]	[]	[]	flight_goal_3-25###1601	2	user	[]	[]
1143	The departure time is 10:30 that day and it arrives at 13:15 on the same day.	Die Abfahrtszeit ist an diesem Tag um 10:30 Uhr und die Ankunft um 13:15 Uhr am selben Tag.	['10:30 that day', '13:15 on the same day.']	['an diesem Tag um 10:30 Uhr', '13:15 Uhr am selben Tag.']	[[22, 36], [55, 77]]	[[21, 47], [67, 91]]	flight_goal_3-25###1601	2	system	[[4, 7], [11, 16]]	[[3, 9], [13, 18]]
1144	Thank you for answering all my questions. Bye!	Vielen Dank für die Beantwortung all meiner Fragen. Wiedersehen!	[]	[]	[]	[]	flight_goal_3-25###1601	3	user	[]	[]
1145	Happy to help, bye!	Ich habe gerne geholfen, tschüss!	[]	[]	[]	[]	flight_goal_3-25###1601	3	system	[]	[]
1146	Is this customer service? Hi, I'm about to go on a business trip to Gusu District, Suzhou. Could you recommend some cheaper hotels in this district?	Ist das der Kundenservice? Hallo, ich stehe kurz vor einer Geschäftsreise in den Bezirk Gusu, Suzhou. Könnt ihr mir ein paar günstigere Hotels in diesem Viertel empfehlen?	['Suzhou.', 'cheaper']	['Suzhou.', 'günstigere']	[[83, 90], [116, 123]]	[[94, 101], [125, 135]]	hotel_goal_1-17###5621	0	user	[[16, 17], [21, 22]]	[[15, 16], [21, 22]]
1147	Hello, there are quite a few hotels that meet your needs. I'd like to Suzhou Yongshun Express Hotel.	Hallo, es gibt einige Hotels, die Ihren Bedürfnissen entsprechen. Ich möchte das Suzhou Yongshun Express Hotel empfehlen.	['Suzhou Yongshun Express Hotel.']	['Suzhou Yongshun Express Hotel']	[[70, 100]]	[[81, 110]]	hotel_goal_1-17###5621	0	system	[[14, 18]]	[[12, 16]]
1148	I want to book a king-size room, that shouldn't be a problem, right? How much is a king-size room?	Ich möchte ein Kingsize-Zimmer buchen, das sollte doch kein Problem sein, oder? Wie viel kostet ein Zimmer mit Kingsize-Bett?	[]	[]	[]	[]	hotel_goal_1-17###5621	1	user	[]	[]
1149	Yes, it has king-size rooms and the price for a king-size room is 126 yuan. That's very cheap.	Ja, es hat Kingsize-Zimmer und der Preis für ein Kingsize-Zimmer beträgt 126 Yuan. Das ist sehr billig.	['126 yuan.', 'cheap.']	['126 Yuan.', 'billig.']	[[66, 75], [88, 94]]	[[73, 82], [96, 103]]	hotel_goal_1-17###5621	1	system	[[13, 15], [17, 18]]	[[11, 13], [16, 17]]
1150	What's the rating of this hotel?	Wie ist die Bewertung dieses Hotels?	[]	[]	[]	[]	hotel_goal_1-17###5621	2	user	[]	[]
1151	It's not bad, with a rating of 4.4.	Es ist nicht schlecht, mit einer Bewertung von 4,4.	['4.4.']	['4,4.']	[[31, 35]]	[[47, 51]]	hotel_goal_1-17###5621	2	system	[[7, 8]]	[[8, 9]]
1152	I see. Do you need to pay to use the parking lot?	Aha. Muss man für die Nutzung des Parkplatzes bezahlen?	[]	[]	[]	[]	hotel_goal_1-17###5621	3	user	[]	[]
1153	Yes, you need to pay for parking.	Ja, für das Parken müssen sie bezahlen.	['need to pay']	['müssen sie bezahlen.']	[[9, 20]]	[[19, 39]]	hotel_goal_1-17###5621	3	system	[[2, 5]]	[[4, 7]]
1154	Ok, well, the price of the room is cheap, but I'll need to pay for parking. Sure, that's ok. Thanks.	Ok, der Preis für das Zimmer ist günstig, aber ich muss für das Parken bezahlen. Klar, das ist ok. Vielen Dank.	['cheap,']	['günstig,']	[[35, 41]]	[[33, 41]]	hotel_goal_1-17###5621	4	user	[[8, 9]]	[[7, 8]]
1155	No problem, any other questions?	Kein Problem, weitere Fragen?	[]	[]	[]	[]	hotel_goal_1-17###5621	4	system	[]	[]
1156	No other questions, bye!	Keine weiteren Fragen, tschüss!	[]	[]	[]	[]	hotel_goal_1-17###5621	5	user	[]	[]
1157	Bye.	Wiedersehen.	[]	[]	[]	[]	hotel_goal_1-17###5621	5	system	[]	[]
1158	Hi, my friends will come to see me in Suzhou and we plan to visit a moderately priced place in the Suzhou Industrial Park near my home.	Hallo, meine Freunde werden mich in Suzhou besuchen kommen und wir planen, einen preisgünstigen Ort im Suzhou Industrial Park in der Nähe meines Hauses zu besuchen.	['friends', 'moderately priced', 'Suzhou Industrial Park']	['Freunde', 'preisgünstigen', 'Suzhou Industrial Park']	[[7, 14], [68, 85], [99, 121]]	[[13, 20], [81, 95], [103, 125]]	attraction_hotel_goal_2-64###5498	0	user	[[2, 3], [16, 18], [21, 24]]	[[2, 3], [13, 14], [16, 19]]
1159	Ok, I would recommend the Gate of the Orient.	Ok, ich würde das Tor des Orients empfehlen.	['the Gate of the Orient.']	['das Tor des Orients']	[[22, 45]]	[[14, 33]]	attraction_hotel_goal_2-64###5498	0	system	[[4, 9]]	[[3, 7]]
1160	Anything special about it? Can we get there directly by subway?	Irgendwas Besonderes daran? Können wir direkt mit der U-Bahn dorthin gelangen?	[]	[]	[]	[]	attraction_hotel_goal_2-64###5498	1	user	[]	[]
1161	"The Gate of the Orient, also commonly known as ""long johns"" because of its shape, has become a popular new landmark in Suzhou. It is located at the east end of the CBD axis of Suzhou Industrial Park. And you can take the subway directly to it."	Das Tor des Orients, wegen seiner Form auch allgemein als „lange Unterhosen“ bekannt, ist zu einem beliebten neuen Wahrzeichen in Suzhou geworden. Es befindet sich am östlichen Ende der CBD-Achse des Suzhou Industrial Park. Und Sie können mit der U-Bahn direkt dorthin fahren.	"['The Gate of the Orient, also commonly known as ""long johns"" because of its shape, has become a popular new landmark in Suzhou. It is located at the east end of the CBD axis of Suzhou Industrial Park.', 'can']"	['Das Tor des Orients, wegen seiner Form auch allgemein als „lange Unterhosen“ bekannt, ist zu einem beliebten neuen Wahrzeichen in Suzhou geworden. Es befindet sich am östlichen Ende der CBD-Achse des Suzhou Industrial Park.', 'können']	[[0, 199], [208, 211]]	[[0, 223], [232, 238]]	attraction_hotel_goal_2-64###5498	1	system	[[0, 38], [40, 41]]	[[0, 34], [36, 37]]
1162	Sounds great. Could you tell me if there are any cheaper hotels with standard rooms nearby?	Klingt gut. Können Sie mir sagen, ob es in der Nähe günstigere Hotels mit Standardzimmern gibt?	['cheaper', 'standard rooms']	['günstigere', 'Standardzimmern']	[[49, 56], [69, 83]]	[[52, 62], [74, 89]]	attraction_hotel_goal_2-64###5498	2	user	[[10, 11], [13, 15]]	[[11, 12], [14, 15]]
1163	Genting Star Chain Hotel is a good choice.	Das Genting Star Ketten Hotel ist eine gute Wahl.	['Genting Star Chain Hotel']	['Genting Star Ketten Hotel']	[[0, 24]]	[[4, 29]]	attraction_hotel_goal_2-64###5498	2	system	[[0, 4]]	[[1, 5]]
1164	How much is a room at this hotel? Does it have a parking lot?	Wie viel kostet ein Zimmer in diesem Hotel? Hat es einen Parkplatz?	[]	[]	[]	[]	attraction_hotel_goal_2-64###5498	3	user	[]	[]
1165	The room rate is 152 yuan and the hotel has a free parking lot.	Der Zimmerpreis beträgt 152 Yuan und das Hotel verfügt über einen kostenlosen Parkplatz.	['152 yuan', 'free']	['152 Yuan', 'kostenlosen']	[[17, 25], [46, 50]]	[[24, 32], [66, 77]]	attraction_hotel_goal_2-64###5498	3	system	[[4, 6], [11, 12]]	[[3, 5], [11, 12]]
1166	Great. Thanks, bye!	Super. Danke Tschüss!	[]	[]	[]	[]	attraction_hotel_goal_2-64###5498	4	user	[]	[]
1167	My pleasure, goodbye!	Gerne, auf Wiedersehen!	[]	[]	[]	[]	attraction_hotel_goal_2-64###5498	4	system	[]	[]
1168	Hi, I will travel to Shanghai next Monday. Could you help me check the temperature that day?	Hallo, ich werde nächsten Montag nach Shanghai reisen. Können Sie mir helfen, die Temperatur an diesem Tag zu überprüfen?	['Shanghai', 'next Monday.']	['Shanghai', 'nächsten Montag']	[[21, 29], [30, 42]]	[[38, 46], [17, 32]]	flight_weather_goal_2-27_v2###10878	0	user	[[5, 6], [6, 8]]	[[6, 7], [3, 5]]
1169	Alright, the maximum temperature will be 10 degrees Celsius and the minimum temperature will be 1 degrees Celsius in Shanghai next Monday.	In Ordnung, in Shanghai wird nächsten Montag die Höchsttemperatur 10 Grad Celsius und die Mindesttemperatur 1 Grad Celsius betragen.	['the maximum temperature will be 10 degrees Celsius and the minimum temperature will be 1 degrees Celsius', 'Shanghai', 'next Monday.']	['die Höchsttemperatur 10 Grad Celsius und die Mindesttemperatur 1 Grad Celsius betragen.', 'Shanghai', 'nächsten Montag']	[[9, 113], [117, 125], [126, 138]]	[[45, 132], [15, 23], [29, 44]]	flight_weather_goal_2-27_v2###10878	0	system	[[1, 18], [19, 20], [20, 22]]	[[7, 19], [3, 4], [5, 7]]
1170	How about the weather?	Wie ist das Wetter?	[]	[]	[]	[]	flight_weather_goal_2-27_v2###10878	1	user	[]	[]
1171	It will be sunny.	Es wird sonnig.	['sunny.']	['sonnig.']	[[11, 17]]	[[8, 15]]	flight_weather_goal_2-27_v2###10878	1	system	[[3, 4]]	[[2, 3]]
1172	How about the wind force?	Wie sieht es mit der Windstärke aus?	[]	[]	[]	[]	flight_weather_goal_2-27_v2###10878	2	user	[]	[]
1173	There will be strong winds, northwest force 3-4.	Es weht starker Wind, Nordweststärke 3-4 geben.	['northwest force 3-4.']	['Nordweststärke 3-4']	[[28, 48]]	[[22, 40]]	flight_weather_goal_2-27_v2###10878	2	system	[[5, 8]]	[[4, 6]]
1174	I will fly there, so please help me check direct flights from Beijing to Shanghai.	Ich werde dorthin fliegen, also helfen Sie mir bitte, Direktflüge von Peking nach Shanghai zu checken.	['Beijing', 'Shanghai.']	['Peking', 'Shanghai']	[[62, 69], [73, 82]]	[[70, 76], [82, 90]]	flight_weather_goal_2-27_v2###10878	3	user	[[12, 13], [14, 15]]	[[11, 12], [13, 14]]
